"Archivo","Linea","Patron","Riesgo","Contexto","Extension"
"BD\Olds\backup_pre_deploy_20251017_153834.sql","11937","CASCADE","ALTO","ADD CONSTRAINT op_yield_op_id_fkey FOREIGN KEY (op_id) REFERENCES op_cab(id) ON DELETE CASCADE;",".sql"
"BD\Olds\backup_pre_deploy_20251017_153834.sql","11969","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\Olds\backup_pre_deploy_20251017_153834.sql","11977","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\Olds\backup_pre_deploy_20251017_153834.sql","11985","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
"BD\Olds\backup_pre_deploy_20251017_153834.sql","11993","CASCADE","ALTO","ADD CONSTRAINT precorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DEL...",".sql"
"BD\Olds\backup_pre_deploy_20251017_153834.sql","12049","CASCADE","ALTO","ADD CONSTRAINT recepcion_det_recepcion_id_fkey FOREIGN KEY (recepcion_id) REFERENCES recepcion_ca...",".sql"
"BD\Olds\backup_pre_deploy_20251017_153834.sql","12105","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES ...",".sql"
"BD\Olds\backup_pre_deploy_20251017_153834.sql","12113","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON...",".sql"
"BD\Olds\backup_pre_deploy_20251017_153834.sql","12209","CASCADE","ALTO","ADD CONSTRAINT traspaso_det_traspaso_id_fkey FOREIGN KEY (traspaso_id) REFERENCES traspaso_cab(id...",".sql"
"BD\Olds\backup_pre_deploy_20251017_153922.sql","11649","CASCADE","ALTO","ADD CONSTRAINT conciliacion_postcorte_id_fkey FOREIGN KEY (postcorte_id) REFERENCES postcorte(id)...",".sql"
"BD\Olds\backup_pre_deploy_20251017_153922.sql","11689","CASCADE","ALTO","ADD CONSTRAINT fk_ticket_det_cab FOREIGN KEY (ticket_id) REFERENCES ticket_venta_cab(id) ON DELET...",".sql"
"BD\Olds\backup_pre_deploy_20251017_153922.sql","11825","CASCADE","ALTO","ADD CONSTRAINT model_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES...",".sql"
"BD\Olds\backup_pre_deploy_20251017_153922.sql","11833","CASCADE","ALTO","ADD CONSTRAINT model_has_roles_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON DELE...",".sql"
"BD\Olds\backup_pre_deploy_20251017_153922.sql","11913","CASCADE","ALTO","ADD CONSTRAINT op_insumo_op_id_fkey FOREIGN KEY (op_id) REFERENCES op_cab(id) ON DELETE CASCADE;",".sql"
"BD\Olds\backup_pre_deploy_20251017_153922.sql","11937","CASCADE","ALTO","ADD CONSTRAINT op_yield_op_id_fkey FOREIGN KEY (op_id) REFERENCES op_cab(id) ON DELETE CASCADE;",".sql"
"BD\Olds\backup_pre_deploy_20251017_153922.sql","11969","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\Olds\backup_pre_deploy_20251017_153922.sql","11977","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\Olds\backup_pre_deploy_20251017_153922.sql","11985","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
"BD\Olds\backup_pre_deploy_20251017_153922.sql","11993","CASCADE","ALTO","ADD CONSTRAINT precorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DEL...",".sql"
"BD\Olds\backup_pre_deploy_20251017_153922.sql","12049","CASCADE","ALTO","ADD CONSTRAINT recepcion_det_recepcion_id_fkey FOREIGN KEY (recepcion_id) REFERENCES recepcion_ca...",".sql"
"BD\Olds\backup_pre_deploy_20251017_153922.sql","12105","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES ...",".sql"
"BD\Olds\backup_pre_deploy_20251017_153922.sql","12113","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON...",".sql"
"BD\Olds\backup_pre_deploy_20251017_153922.sql","12209","CASCADE","ALTO","ADD CONSTRAINT traspaso_det_traspaso_id_fkey FOREIGN KEY (traspaso_id) REFERENCES traspaso_cab(id...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154041.sql","11784","CASCADE","ALTO","ADD CONSTRAINT conciliacion_postcorte_id_fkey FOREIGN KEY (postcorte_id) REFERENCES postcorte(id)...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154041.sql","11824","CASCADE","ALTO","ADD CONSTRAINT fk_ticket_det_cab FOREIGN KEY (ticket_id) REFERENCES ticket_venta_cab(id) ON DELET...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154041.sql","11976","CASCADE","ALTO","ADD CONSTRAINT model_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154041.sql","11984","CASCADE","ALTO","ADD CONSTRAINT model_has_roles_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON DELE...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154041.sql","12064","CASCADE","ALTO","ADD CONSTRAINT op_insumo_op_id_fkey FOREIGN KEY (op_id) REFERENCES op_cab(id) ON DELETE CASCADE;",".sql"
"BD\Olds\backup_pre_deploy_20251017_154041.sql","12088","CASCADE","ALTO","ADD CONSTRAINT op_yield_op_id_fkey FOREIGN KEY (op_id) REFERENCES op_cab(id) ON DELETE CASCADE;",".sql"
"BD\Olds\backup_pre_deploy_20251017_154041.sql","12120","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154041.sql","12128","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154041.sql","12136","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154041.sql","12144","CASCADE","ALTO","ADD CONSTRAINT precorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DEL...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154041.sql","12200","CASCADE","ALTO","ADD CONSTRAINT recepcion_det_recepcion_id_fkey FOREIGN KEY (recepcion_id) REFERENCES recepcion_ca...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154041.sql","12256","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES ...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154041.sql","12264","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154041.sql","12360","CASCADE","ALTO","ADD CONSTRAINT traspaso_det_traspaso_id_fkey FOREIGN KEY (traspaso_id) REFERENCES traspaso_cab(id...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154138.sql","11785","CASCADE","ALTO","ADD CONSTRAINT conciliacion_postcorte_id_fkey FOREIGN KEY (postcorte_id) REFERENCES postcorte(id)...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154138.sql","11825","CASCADE","ALTO","ADD CONSTRAINT fk_ticket_det_cab FOREIGN KEY (ticket_id) REFERENCES ticket_venta_cab(id) ON DELET...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154138.sql","11977","CASCADE","ALTO","ADD CONSTRAINT model_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154138.sql","11985","CASCADE","ALTO","ADD CONSTRAINT model_has_roles_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON DELE...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154138.sql","12065","CASCADE","ALTO","ADD CONSTRAINT op_insumo_op_id_fkey FOREIGN KEY (op_id) REFERENCES op_cab(id) ON DELETE CASCADE;",".sql"
"BD\Olds\backup_pre_deploy_20251017_154138.sql","12089","CASCADE","ALTO","ADD CONSTRAINT op_yield_op_id_fkey FOREIGN KEY (op_id) REFERENCES op_cab(id) ON DELETE CASCADE;",".sql"
"BD\Olds\backup_pre_deploy_20251017_154138.sql","12121","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154138.sql","12129","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154138.sql","12137","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154138.sql","12145","CASCADE","ALTO","ADD CONSTRAINT precorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DEL...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154138.sql","12201","CASCADE","ALTO","ADD CONSTRAINT recepcion_det_recepcion_id_fkey FOREIGN KEY (recepcion_id) REFERENCES recepcion_ca...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154138.sql","12257","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES ...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154138.sql","12265","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON...",".sql"
"BD\Olds\backup_pre_deploy_20251017_154138.sql","12361","CASCADE","ALTO","ADD CONSTRAINT traspaso_det_traspaso_id_fkey FOREIGN KEY (traspaso_id) REFERENCES traspaso_cab(id...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160646.sql","11861","CASCADE","ALTO","ADD CONSTRAINT conciliacion_postcorte_id_fkey FOREIGN KEY (postcorte_id) REFERENCES postcorte(id)...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160646.sql","11901","CASCADE","ALTO","ADD CONSTRAINT fk_ticket_det_cab FOREIGN KEY (ticket_id) REFERENCES ticket_venta_cab(id) ON DELET...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160646.sql","12053","CASCADE","ALTO","ADD CONSTRAINT model_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160646.sql","12061","CASCADE","ALTO","ADD CONSTRAINT model_has_roles_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON DELE...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160646.sql","12141","CASCADE","ALTO","ADD CONSTRAINT op_insumo_op_id_fkey FOREIGN KEY (op_id) REFERENCES op_cab(id) ON DELETE CASCADE;",".sql"
"BD\Olds\backup_pre_deploy_20251017_160646.sql","12165","CASCADE","ALTO","ADD CONSTRAINT op_yield_op_id_fkey FOREIGN KEY (op_id) REFERENCES op_cab(id) ON DELETE CASCADE;",".sql"
"BD\Olds\backup_pre_deploy_20251017_160646.sql","12197","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160646.sql","12205","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160646.sql","12213","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160646.sql","12221","CASCADE","ALTO","ADD CONSTRAINT precorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DEL...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160646.sql","12277","CASCADE","ALTO","ADD CONSTRAINT recepcion_det_recepcion_id_fkey FOREIGN KEY (recepcion_id) REFERENCES recepcion_ca...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160646.sql","12333","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES ...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160646.sql","12341","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160646.sql","12437","CASCADE","ALTO","ADD CONSTRAINT traspaso_det_traspaso_id_fkey FOREIGN KEY (traspaso_id) REFERENCES traspaso_cab(id...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160727.sql","11802","CASCADE","ALTO","ADD CONSTRAINT conciliacion_postcorte_id_fkey FOREIGN KEY (postcorte_id) REFERENCES postcorte(id)...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160727.sql","11842","CASCADE","ALTO","ADD CONSTRAINT fk_ticket_det_cab FOREIGN KEY (ticket_id) REFERENCES ticket_venta_cab(id) ON DELET...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160727.sql","11994","CASCADE","ALTO","ADD CONSTRAINT model_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160727.sql","12002","CASCADE","ALTO","ADD CONSTRAINT model_has_roles_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON DELE...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160727.sql","12082","CASCADE","ALTO","ADD CONSTRAINT op_insumo_op_id_fkey FOREIGN KEY (op_id) REFERENCES op_cab(id) ON DELETE CASCADE;",".sql"
"BD\Olds\backup_pre_deploy_20251017_160727.sql","12106","CASCADE","ALTO","ADD CONSTRAINT op_yield_op_id_fkey FOREIGN KEY (op_id) REFERENCES op_cab(id) ON DELETE CASCADE;",".sql"
"BD\Olds\backup_pre_deploy_20251017_160727.sql","12138","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160727.sql","12146","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160727.sql","12154","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160727.sql","12162","CASCADE","ALTO","ADD CONSTRAINT precorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DEL...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160727.sql","12218","CASCADE","ALTO","ADD CONSTRAINT recepcion_det_recepcion_id_fkey FOREIGN KEY (recepcion_id) REFERENCES recepcion_ca...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160727.sql","12274","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES ...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160727.sql","12282","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160727.sql","12378","CASCADE","ALTO","ADD CONSTRAINT traspaso_det_traspaso_id_fkey FOREIGN KEY (traspaso_id) REFERENCES traspaso_cab(id...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160759.sql","11802","CASCADE","ALTO","ADD CONSTRAINT conciliacion_postcorte_id_fkey FOREIGN KEY (postcorte_id) REFERENCES postcorte(id)...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160759.sql","11842","CASCADE","ALTO","ADD CONSTRAINT fk_ticket_det_cab FOREIGN KEY (ticket_id) REFERENCES ticket_venta_cab(id) ON DELET...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160759.sql","11994","CASCADE","ALTO","ADD CONSTRAINT model_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160759.sql","12002","CASCADE","ALTO","ADD CONSTRAINT model_has_roles_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON DELE...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160759.sql","12082","CASCADE","ALTO","ADD CONSTRAINT op_insumo_op_id_fkey FOREIGN KEY (op_id) REFERENCES op_cab(id) ON DELETE CASCADE;",".sql"
"BD\Olds\backup_pre_deploy_20251017_160759.sql","12106","CASCADE","ALTO","ADD CONSTRAINT op_yield_op_id_fkey FOREIGN KEY (op_id) REFERENCES op_cab(id) ON DELETE CASCADE;",".sql"
"BD\Olds\backup_pre_deploy_20251017_160759.sql","12138","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160759.sql","12146","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160759.sql","12154","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160759.sql","12162","CASCADE","ALTO","ADD CONSTRAINT precorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DEL...",".sql"
"BD\Olds\backup_pre_deploy_20251017_160759.sql","12218","CASCADE","ALTO","ADD CONSTRAINT recepcion_det_recepcion_id_fkey FOREIGN KEY (recepcion_id) REFERENCES recepcion_ca...",".sql"
