"Archivo","Linea","Patron","Riesgo","Contexto","Extension"
"INFORME_FORENSE_COMPLETO.md","43","db:wipe","EXTREMO","| EXTREMO  | proteger_bd.bat   | 17    | db:wipe             | Comando que BORRA TODAS LAS TABLAS...",".md"
"INFORME_FORENSE_COMPLETO.md","47","Schema::drop","MEDIO","### 🟡 RIESGO ALTO - Migraciones con Schema::drop",".md"
"INFORME_FORENSE_COMPLETO.md","49","Schema::drop","MEDIO","Las siguientes migraciones de Laravel contienen métodos `down()` que ejecutan `Schema::drop` o `S...",".md"
"INFORME_FORENSE_COMPLETO.md","52","migrate:fresh","EXTREMO","- `php artisan migrate:fresh`",".md"
"INFORME_FORENSE_COMPLETO.md","53","migrate:reset","MEDIO","- `php artisan migrate:reset`",".md"
"INFORME_FORENSE_COMPLETO.md","57","Schema::drop","MEDIO","| ALTO   | database\migrations\0001_01_01_000000_create_users_table.php | 51-53 | Schema::dropIfE...",".md"
"INFORME_FORENSE_COMPLETO.md","58","Schema::drop","MEDIO","| ALTO   | database\migrations\0001_01_01_000002_create_jobs_table.php | 59-61 | Schema::dropIfEx...",".md"
"INFORME_FORENSE_COMPLETO.md","59","Schema::drop","MEDIO","| ALTO   | database\migrations\2025_09_26_205955_create_permission_tables.php | 140-144 | Schema:...",".md"
"INFORME_FORENSE_COMPLETO.md","60","DROP TABLE","ALTO","| ALTO   | database\migrations\2025_10_21_180000_create_item_categories.php | 99 | DROP TABLE | M...",".md"
"INFORME_FORENSE_COMPLETO.md","61","DROP TABLE","ALTO","| ALTO   | database\migrations\2025_10_21_200200_recipe_versioning_and_history.php | 72-76 | DROP...",".md"
"INFORME_FORENSE_COMPLETO.md","62","DROP TABLE","ALTO","| ALTO   | database\migrations\2025_10_27_100239_create_pos_reverse_log_table.php | 56 | DROP TAB...",".md"
"INFORME_FORENSE_COMPLETO.md","63","DROP TABLE","ALTO","| ALTO   | database\migrations\2025_10_27_100252_create_pos_reprocess_log_table.php | 56 | DROP T...",".md"
"INFORME_FORENSE_COMPLETO.md","67","DROP TABLE","ALTO","### 🟠 RIESGO MEDIO - Archivos SQL con DROP TABLE",".md"
"INFORME_FORENSE_COMPLETO.md","73","DROP TABLE","ALTO","| MEDIO  | scripts\analisis_discrepancias_ventas.sql | 13 | DROP TABLE | Borra tabla temporal `tm...",".md"
"INFORME_FORENSE_COMPLETO.md","74","DROP TABLE","ALTO","| MEDIO  | docs\V4.0\BaseDatos\REPLENISHMENT_DATASET_MIGRACION.sql | 237 | DROP TABLE | Borra tab...",".md"
"INFORME_FORENSE_COMPLETO.md","75","DROP TABLE","ALTO","| MEDIO  | docs\V4.0\Code\fix_transfer_tables.sql | 114-144 | DROP TABLE | Borra 4 tablas tempora...",".md"
"INFORME_FORENSE_COMPLETO.md","76","DROP TABLE","ALTO","| BAJO   | docs\00.history\BD\Normalizacion\Phase3_Improvements\05_consolidar_usuarios.sql | 317-...",".md"
"INFORME_FORENSE_COMPLETO.md","90","migrate:fresh","EXTREMO","echo   - php artisan migrate:fresh",".md"
"INFORME_FORENSE_COMPLETO.md","91","migrate:reset","MEDIO","echo   - php artisan migrate:reset",".md"
"INFORME_FORENSE_COMPLETO.md","93","db:wipe","EXTREMO","echo   - php artisan db:wipe",".md"
"INFORME_FORENSE_COMPLETO.md","153","DROP TABLE","ALTO","DB::statement('DROP TABLE IF EXISTS selemti.receta_version CASCADE');",".md"
"INFORME_FORENSE_COMPLETO.md","154","DROP TABLE","ALTO","DB::statement('DROP TABLE IF EXISTS selemti.receta_cambios_log CASCADE');",".md"
"INFORME_FORENSE_COMPLETO.md","155","DROP TABLE","ALTO","DB::statement('DROP TABLE IF EXISTS selemti.receta_ingrediente_history CASCADE');",".md"
"INFORME_FORENSE_COMPLETO.md","165","migrate:fresh","EXTREMO","- **PERO**: Si alguien ejecuta `php artisan migrate:fresh`, esta migración borrará las tablas.",".md"
"INFORME_FORENSE_COMPLETO.md","168","Schema::drop","MEDIO","**Recomendación**: Convertir los `DROP` a `Schema::dropIfExists()` en método `down()`.",".md"
"INFORME_FORENSE_COMPLETO.md","176","DROP TABLE","ALTO","DB::statement('DROP TABLE IF EXISTS selemti.pos_reverse_log CASCADE');",".md"
"INFORME_FORENSE_COMPLETO.md","188","DROP TABLE","ALTO","Los siguientes archivos contienen DROP TABLE pero están en carpetas de documentación/histórico:",".md"
"INFORME_FORENSE_COMPLETO.md","216","migrate:fresh","EXTREMO","php artisan migrate:fresh",".md"
"INFORME_FORENSE_COMPLETO.md","217","migrate --fresh","MEDIO","php artisan migrate --fresh",".md"
"INFORME_FORENSE_COMPLETO.md","218","migrate:reset","MEDIO","php artisan migrate:reset",".md"
"INFORME_FORENSE_COMPLETO.md","219","db:wipe","EXTREMO","php artisan db:wipe",".md"
"INFORME_FORENSE_COMPLETO.md","224","Schema::drop","MEDIO","- Borrado de 49 tablas (según Schema::drop encontrados)",".md"
"INFORME_FORENSE_COMPLETO.md","234","DROP SCHEMA","EXTREMO","**Ejecución manual de scripts SQL con DROP SCHEMA**:",".md"
"INFORME_FORENSE_COMPLETO.md","236","DROP SCHEMA","EXTREMO","DROP SCHEMA public CASCADE;",".md"
"INFORME_FORENSE_COMPLETO.md","241","DROP SCHEMA","EXTREMO","- No hay scripts con `psql -c ""DROP SCHEMA public""`",".md"
"INFORME_FORENSE_COMPLETO.md","242","DROP SCHEMA","EXTREMO","- Todos los DROP SCHEMA encontrados están en comentarios o documentación",".md"
"INFORME_FORENSE_COMPLETO.md","270","migrate:fresh","EXTREMO","// Protección contra migrate:fresh en producción",".md"
"INFORME_FORENSE_COMPLETO.md","273","DROP SCHEMA","EXTREMO","if (str_contains($query->sql, 'DROP SCHEMA') ||",".md"
"INFORME_FORENSE_COMPLETO.md","274","DROP TABLE","ALTO","str_contains($query->sql, 'DROP TABLE')) {",".md"
"INFORME_FORENSE_COMPLETO.md","340","migrate:fresh","EXTREMO","'migrate:fresh',",".md"
"INFORME_FORENSE_COMPLETO.md","341","migrate:reset","MEDIO","'migrate:reset',",".md"
"INFORME_FORENSE_COMPLETO.md","342","db:wipe","EXTREMO","'db:wipe',",".md"
"INFORME_FORENSE_COMPLETO.md","390","migrate:fresh","EXTREMO","- php artisan migrate:fresh        (BORRA TODO)",".md"
"INFORME_FORENSE_COMPLETO.md","391","migrate:reset","MEDIO","- php artisan migrate:reset        (BORRA TODO)",".md"
"INFORME_FORENSE_COMPLETO.md","392","migrate --fresh","MEDIO","- php artisan migrate --fresh      (BORRA TODO)",".md"
"INFORME_FORENSE_COMPLETO.md","393","db:wipe","EXTREMO","- php artisan db:wipe              (BORRA TODO)",".md"
"INFORME_FORENSE_COMPLETO.md","443","DROP TABLE","ALTO","Scripts SQL con DROP TABLE:         7  (todos manuales, seguros)",".md"
"INFORME_FORENSE_COMPLETO.md","446","migrate:fresh","EXTREMO","Causa más probable:                 migrate:fresh ejecutado manualmente",".md"
"QWEN.md","137","TRUNCATE","ALTO","- **Destructive Operations:** Always seek confirmation before running `DROP`, `TRUNCATE`, or dele...",".md"
".gemini\GEMINI - copia.md","69","DROP TABLE","ALTO","- `DROP TABLE`, `DROP COLUMN`",".md"
".gemini\GEMINI - copia.md","70","TRUNCATE","ALTO","- `TRUNCATE`",".md"
".gemini\GEMINI - copia.md","82","DROP TABLE","ALTO","- `ALTER TABLE`, `DROP TABLE`",".md"
".gemini\GEMINI - copia.md","83","TRUNCATE","ALTO","- `TRUNCATE`",".md"
".gemini\GEMINI.md","69","DROP TABLE","ALTO","- `DROP TABLE`, `DROP COLUMN`",".md"
".gemini\GEMINI.md","70","TRUNCATE","ALTO","- `TRUNCATE`",".md"
".gemini\GEMINI.md","82","DROP TABLE","ALTO","- `ALTER TABLE`, `DROP TABLE`",".md"
".gemini\GEMINI.md","83","TRUNCATE","ALTO","- `TRUNCATE`",".md"
".gemini\QUICKSTART.md","31","TRUNCATE","ALTO","- ⚠️ DROP/TRUNCATE en `selemti`",".md"
".gemini\QUICKSTART.md","157","TRUNCATE","ALTO","3. **SIEMPRE** explicar riesgo antes de DROP/TRUNCATE",".md"
".gemini\QUICKSTART.md","198","TRUNCATE","ALTO","→ Si es DROP/TRUNCATE: ⚠️ explica riesgo primero",".md"
".gemini\README.md","50","TRUNCATE","ALTO","- Operaciones destructivas en `selemti` (DROP, TRUNCATE)",".md"
".gemini\README.md","58","DROP DATABASE","EXTREMO","- DROP DATABASE",".md"
".gemini\README.md","59","DROP SCHEMA","EXTREMO","- DROP SCHEMA public",".md"
".gemini\README.md","203","TRUNCATE","ALTO","2. DROP/TRUNCATE de tablas con datos históricos",".md"
"docs\00.history\BD\PLAN_CONSOLIDACION_TABLAS.md","73","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.usuario CASCADE;",".md"
"docs\00.history\BD\PLAN_CONSOLIDACION_TABLAS.md","119","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.rol CASCADE;",".md"
"docs\00.history\BD\PLAN_CONSOLIDACION_TABLAS.md","221","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.conversiones_unidad_legacy CASCADE;",".md"
"docs\00.history\BD\PLAN_CONSOLIDACION_TABLAS.md","222","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.uom_conversion_legacy CASCADE;",".md"
"docs\00.history\BD\PLAN_CONSOLIDACION_TABLAS.md","223","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.unidad_medida_legacy CASCADE;",".md"
"docs\00.history\BD\PLAN_CONSOLIDACION_TABLAS.md","224","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.unidades_medida_legacy CASCADE;",".md"
"docs\00.history\BD\PLAN_CONSOLIDACION_TABLAS.md","248","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.sucursal CASCADE;",".md"
"docs\00.history\BD\PLAN_CONSOLIDACION_TABLAS.md","249","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.almacen CASCADE;",".md"
"docs\00.history\BD\PLAN_CONSOLIDACION_TABLAS.md","250","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.proveedor CASCADE;",".md"
"docs\00.history\BD\PLAN_CONSOLIDACION_TABLAS.md","251","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta CASCADE;",".md"
"docs\00.history\BD\PLAN_CONSOLIDACION_TABLAS.md","252","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta_cab CASCADE;",".md"
"docs\00.history\BD\PLAN_CONSOLIDACION_TABLAS.md","278","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.caja_fondo CASCADE;",".md"
"docs\00.history\BD\PLAN_CONSOLIDACION_TABLAS.md","279","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.cash_funds CASCADE;",".md"
"docs\00.history\BD\PLAN_CONSOLIDACION_TABLAS.md","305","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.usuario CASCADE;",".md"
"docs\00.history\BD\PLAN_CONSOLIDACION_TABLAS.md","308","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.rol CASCADE;",".md"
"docs\00.history\BD\PLAN_CONSOLIDACION_TABLAS.md","452","CASCADE","ALTO","| CASCADE drops eliminan datos relacionados | Baja | Alto | Todas las tablas a eliminar están vac...",".md"
"docs\00.history\BD\REPORTE_AUDITORIA_DUPLICADOS.md","454","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""conversiones_unidad_legacy"" CASCADE;",".md"
"docs\00.history\BD\REPORTE_AUDITORIA_DUPLICADOS.md","455","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""unidad_medida_legacy"" CASCADE;",".md"
"docs\00.history\BD\REPORTE_AUDITORIA_DUPLICADOS.md","456","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""unidades_medida_legacy"" CASCADE;",".md"
"docs\00.history\BD\REPORTE_AUDITORIA_DUPLICADOS.md","457","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""uom_conversion_legacy"" CASCADE;",".md"
"docs\00.history\BD\REPORTE_AUDITORIA_DUPLICADOS.md","458","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""usuario"" CASCADE;",".md"
"docs\00.history\BD\REPORTE_AUDITORIA_DUPLICADOS.md","459","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""rol"" CASCADE;",".md"
"docs\00.history\BD\REPORTE_AUDITORIA_DUPLICADOS.md","460","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""sucursal"" CASCADE;",".md"
"docs\00.history\BD\REPORTE_AUDITORIA_DUPLICADOS.md","461","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""almacen"" CASCADE;",".md"
"docs\00.history\BD\REPORTE_AUDITORIA_DUPLICADOS.md","462","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""proveedor"" CASCADE;",".md"
"docs\00.history\BD\REPORTE_AUDITORIA_DUPLICADOS.md","463","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""unidad_medida_legacy"" CASCADE;",".md"
"docs\00.history\BD\REPORTE_AUDITORIA_DUPLICADOS.md","464","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""unidades_medida_legacy"" CASCADE;",".md"
"docs\00.history\BD\REPORTE_AUDITORIA_DUPLICADOS.md","465","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""conversiones_unidad_legacy"" CASCADE;",".md"
"docs\00.history\BD\REPORTE_AUDITORIA_DUPLICADOS.md","466","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""uom_conversion_legacy"" CASCADE;",".md"
"docs\00.history\BD\REPORTE_AUDITORIA_DUPLICADOS.md","467","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""receta"" CASCADE;",".md"
"docs\00.history\BD\REPORTE_AUDITORIA_DUPLICADOS.md","468","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""receta_cab"" CASCADE;",".md"
"docs\00.history\BD\REPORTE_AUDITORIA_DUPLICADOS.md","469","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""caja_fondo"" CASCADE;",".md"
"docs\00.history\BD\REPORTE_AUDITORIA_DUPLICADOS.md","470","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.""cash_funds"" CASCADE;",".md"
"docs\00.history\BD\REPORTE_AUDITORIA_DUPLICADOS.md","481","DROP TABLE","ALTO","-- DROP TABLE selemti.sucursal CASCADE;",".md"
"docs\00.history\BD\REPORTE_AUDITORIA_DUPLICADOS.md","505","CASCADE","ALTO","2. **Foreign Keys**: CASCADE drops pueden eliminar datos relacionados.",".md"
"docs\00.history\BD\REPORTE_VALIDACION_MIGRACIONES.md","920","CASCADE","ALTO","$table->foreign('production_order_id')->references('id')->on('production_orders')->onDelete('casc...",".md"
"docs\00.history\BD\REPORTE_VALIDACION_MIGRACIONES.md","927","CASCADE","ALTO","$table->foreign('production_order_id')->references('id')->on('production_orders')->onDelete('casc...",".md"
"docs\00.history\BD\REPORTE_VALIDACION_MIGRACIONES.md","940","CASCADE","ALTO","$table->foreign('inventory_count_id')->references('id')->on('inventory_counts')->onDelete('cascad...",".md"
"docs\00.history\BD\Auditoria\REPORTE_COMPARACION_BD.md","89","DROP SCHEMA","EXTREMO","**Verificación**: Ninguna tiene `DROP TABLE`, `DROP SCHEMA`, `TRUNCATE` o comandos destructivos e...",".md"
"docs\00.history\BD\Auditoria\REPORTE_COMPARACION_BD.md","95","migrate:fresh","EXTREMO","### 1. `php artisan migrate:fresh` ⚠️ PELIGRO EXTREMO",".md"
"docs\00.history\BD\Auditoria\REPORTE_COMPARACION_BD.md","99","migrate:fresh","EXTREMO","php artisan migrate:fresh",".md"
"docs\00.history\BD\Auditoria\REPORTE_COMPARACION_BD.md","120","Schema::drop","MEDIO","- ⚠️ Puede borrar tablas si la migración tiene `Schema::dropIfExists()` en `down()`",".md"
"docs\00.history\BD\Auditoria\REPORTE_COMPARACION_BD.md","172","migrate:fresh","EXTREMO","2. ✅ **NO ejecutar `migrate:fresh`** - Nunca en producción",".md"
"docs\00.history\BD\Auditoria\REPORTE_RESTAURACION_EXITOSA.md","88","psql -f","MEDIO","Comando: psql -f dump.sql",".md"
"docs\00.history\BD\Auditoria\REPORTE_RESTAURACION_EXITOSA.md","225","migrate:fresh","EXTREMO","php artisan migrate:fresh",".md"
"docs\00.history\BD\Auditoria\REPORTE_RESTAURACION_EXITOSA.md","231","migrate:reset","MEDIO","php artisan migrate:reset",".md"
"docs\00.history\BD\HistorialDeploys\DEPLOY_CHECKLIST-20251017-1013.md","28","psql -f","MEDIO","- psql -f post_deploy_verify.sql y validar que todas las pruebas pasen",".md"
"docs\00.history\BD\HistorialDeploys\DEPLOY_v4_INSTRUCTIONS.md","208","DROP SCHEMA","EXTREMO","psql -h localhost -p 5432 -U postgres -d floreant -c ""DROP SCHEMA IF EXISTS selemti CASCADE;""",".md"
"docs\00.history\BD\HistorialDeploys\DEPLOY_v4_INSTRUCTIONS.md","217","DROP SCHEMA","EXTREMO","DROP SCHEMA IF EXISTS selemti CASCADE;",".md"
"docs\00.history\BD\Normalizacion\README_UOM_NORMALIZATION.md","295","CASCADE","ALTO","- [x] Foreign Keys creados con CASCADE",".md"
"docs\00.history\BD\Normalizacion\REPORTE_FINAL_FASE2_COMPLETA.md","378","CASCADE","ALTO","DROP VIEW IF EXISTS selemti.v_usuario CASCADE;",".md"
"docs\00.history\BD\Normalizacion\REPORTE_FINAL_FASE2_COMPLETA.md","379","CASCADE","ALTO","DROP VIEW IF EXISTS selemti.v_rol CASCADE;",".md"
"docs\00.history\BD\Normalizacion\REPORTE_FINAL_FASE2_COMPLETA.md","380","CASCADE","ALTO","DROP VIEW IF EXISTS selemti.v_sucursal CASCADE;",".md"
"docs\00.history\BD\Normalizacion\REPORTE_FINAL_FASE2_COMPLETA.md","381","CASCADE","ALTO","DROP VIEW IF EXISTS selemti.v_bodega CASCADE;",".md"
"docs\00.history\BD\Normalizacion\REPORTE_FINAL_FASE2_COMPLETA.md","382","CASCADE","ALTO","DROP VIEW IF EXISTS selemti.v_almacen CASCADE;",".md"
"docs\00.history\BD\Normalizacion\REPORTE_FINAL_FASE2_COMPLETA.md","383","CASCADE","ALTO","DROP VIEW IF EXISTS selemti.v_insumo CASCADE;",".md"
"docs\00.history\BD\Normalizacion\REPORTE_FINAL_FASE2_COMPLETA.md","384","CASCADE","ALTO","DROP VIEW IF EXISTS selemti.v_lote CASCADE;",".md"
"docs\00.history\BD\Normalizacion\REPORTE_FINAL_FASE2_COMPLETA.md","385","CASCADE","ALTO","DROP VIEW IF EXISTS selemti.v_receta CASCADE;",".md"
"docs\00.history\BD\Normalizacion\REPORTE_FINAL_FASE2_COMPLETA.md","386","CASCADE","ALTO","DROP VIEW IF EXISTS selemti.v_receta_insumo CASCADE;",".md"
"docs\00.history\BD\Normalizacion\REPORTE_FINAL_FASE2_COMPLETA.md","389","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.usuario CASCADE;",".md"
"docs\00.history\BD\Normalizacion\REPORTE_FINAL_FASE2_COMPLETA.md","390","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.rol CASCADE;",".md"
"docs\00.history\BD\Normalizacion\REPORTE_FINAL_FASE2_COMPLETA.md","391","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.sucursal CASCADE;",".md"
"docs\00.history\BD\Normalizacion\REPORTE_FINAL_FASE2_COMPLETA.md","392","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.bodega CASCADE;",".md"
"docs\00.history\BD\Normalizacion\REPORTE_FINAL_FASE2_COMPLETA.md","393","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.almacen CASCADE;",".md"
"docs\00.history\BD\Normalizacion\REPORTE_FINAL_FASE2_COMPLETA.md","394","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.insumo CASCADE;",".md"
"docs\00.history\BD\Normalizacion\REPORTE_FINAL_FASE2_COMPLETA.md","395","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.lote CASCADE;",".md"
"docs\00.history\BD\Normalizacion\REPORTE_FINAL_FASE2_COMPLETA.md","396","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta CASCADE;",".md"
"docs\00.history\BD\Normalizacion\REPORTE_FINAL_FASE2_COMPLETA.md","397","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta_insumo CASCADE;",".md"
"docs\00.history\BD\Normalizacion\UOM_NORMALIZATION_SUMMARY.md","30","CASCADE","ALTO","- Foreign Keys con CASCADE",".md"
"docs\00.history\BD\Normalizacion\UOM_NORMALIZATION_SUMMARY.md","147","CASCADE","ALTO","| **Foreign Keys** | 2 (con CASCADE) |",".md"
"docs\00.history\BD\Normalizacion\Phase2_Analysis\ANALISIS_EXHAUSTIVO_BD_SELEMTI.md","91","CASCADE","ALTO","- Imposibilidad de CASCADE deletes seguros",".md"
"docs\00.history\BD\Normalizacion\Phase2_Analysis\ANALISIS_EXHAUSTIVO_BD_SELEMTI.md","231","CASCADE","ALTO","- CASCADE deletes donde aplique",".md"
"docs\00.history\BD\Normalizacion\Phase2_Analysis\ANALISIS_EXHAUSTIVO_BD_SELEMTI.md","397","CASCADE","ALTO","-- Crear FKs con CASCADE/RESTRICT apropiado",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","94","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.unidad_medida_legacy CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","97","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.conversiones_unidad_legacy CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","98","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.uom_conversion_legacy CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","107","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.usuario CASCADE; -- tiene FK a rol",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","108","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.rol CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","111","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.sucursal CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","112","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.proveedor CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","115","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.almacen CASCADE; -- verifica FK a cat_sucursales primero",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","116","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.bodega CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","125","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta_insumo CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","126","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta_det CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","127","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta_version CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","128","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta_shadow CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","129","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta_cab CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","130","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.receta CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","133","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.sol_prod_det CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","134","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.op_insumo CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","135","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.prod_det CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","136","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.sol_prod_cab CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","137","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.op_produccion_cab CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","138","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.op_cab CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","139","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.prod_cab CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","140","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.op_yield CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","143","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.traspaso_det CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","144","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.traspaso_cab CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","147","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.insumo CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","148","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.lote CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","149","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.merma CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","150","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.stock_policy CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","153","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.caja_fondo_mov CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","154","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.caja_fondo_arqueo CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","155","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.caja_fondo_adj CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","156","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.caja_fondo CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","159","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.audit_log CASCADE;",".md"
"docs\00.history\BD\NoviembreDocs\PLAN_LIMPIEZA_SAFE.md","187","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.conversiones_unidad_legacy CASCADE;",".md"
